learner_id,question_id,question_type,subskill,difficulty_level,response_time,attempt_count,correct_or_incorrect,hint_requested,session_number,timestamp,error_pattern,repeated_mistake,simulated_progress
L017,Q-VOC-2-034,vocabulary,false friends,medium,19.242,1,1,0,10,2025-01-14T14:56:00,,0,0.2642
L017,Q-VOC-2-018,vocabulary,daily verbs,hard,18.394,2,0,1,11,2025-01-15T16:39:00,false-friend translation error,1,0.2667
L017,Q-VOC-2-047,vocabulary,false friends,medium,22.729,1,0,1,11,2025-01-15T10:33:00,false-friend translation error,0,0.2691
L017,Q-VOC-2-024,vocabulary,separable verbs,medium,25.844,3,1,0,11,2025-01-17T13:15:00,,0,0.2716
L017,Q-GRA-3-065,grammar,verb position,hard,37.517,2,1,0,11,2025-01-19T10:27:00,,0,0.2741
L017,Q-GRA-1-080,grammar,present perfect,easy,41.949,1,1,0,11,2025-01-16T16:29:00,,0,0.2765
L017,Q-REA-1-056,reading,instructions,easy,32.951,1,1,0,11,2025-01-16T17:29:00,,0,0.279
L017,Q-VOC-3-065,vocabulary,daily verbs,hard,21.961,3,0,0,11,2025-01-18T12:49:00,article-gender association error,0,0.2815
L017,Q-VOC-2-065,vocabulary,false friends,medium,20.124,1,0,1,11,2025-01-19T11:19:00,vocabulary recall error,0,0.284
L017,Q-VOC-1-010,vocabulary,articles,easy,15.305,1,1,0,11,2025-01-17T14:08:00,,0,0.2864
L017,Q-GRA-1-016,grammar,present perfect,easy,39.967,2,1,0,12,2025-01-17T14:34:00,,0,0.2889
L017,Q-VOC-2-045,vocabulary,articles,medium,26.866,3,0,1,12,2025-01-17T15:48:00,article-gender association error,0,0.2914
L017,Q-VOC-2-045,vocabulary,false friends,medium,17.514,2,0,0,12,2025-01-17T11:01:00,article-gender association error,1,0.2938
L017,Q-LIS-2-043,listening,slow dialogue,medium,40.999,4,0,1,12,2025-01-18T13:10:00,phoneme discrimination error,0,0.2963
L017,Q-VOC-2-075,vocabulary,daily verbs,medium,21.534,1,1,1,12,2025-01-18T15:57:00,,0,0.2988
L017,Q-LIS-2-034,listening,chapter audio,medium,49.134,4,0,1,12,2025-01-17T16:26:00,phoneme discrimination error,0,0.3012
L017,Q-GRA-1-041,grammar,present perfect,easy,43.462,6,0,1,12,2025-01-19T13:38:00,verb-position error,0,0.3037
L017,Q-VOC-2-013,vocabulary,false friends,medium,24.67,4,0,1,12,2025-01-19T15:42:00,vocabulary recall error,0,0.3062
L017,Q-REA-3-045,reading,short passage,hard,73.856,2,1,0,12,2025-01-17T16:53:00,,0,0.3086
L017,Q-REA-1-003,reading,instructions,hard,36.072,4,0,1,12,2025-01-18T15:40:00,main-idea misinterpretation,1,0.3111
L017,Q-VOC-2-013,vocabulary,daily verbs,hard,27.186,4,0,0,12,2025-01-16T16:43:00,article-gender association error,1,0.3136
L017,Q-VOC-3-029,vocabulary,false friends,hard,26.241,5,0,0,13,2025-01-17T15:36:00,vocabulary recall error,0,0.316
L017,Q-REA-3-079,reading,dialogue,hard,77.028,2,1,0,13,2025-01-18T15:32:00,,0,0.3185
L017,Q-GRA-3-044,grammar,present perfect,hard,48.171,2,1,0,13,2025-01-20T16:41:00,,0,0.321
L017,Q-VOC-2-063,vocabulary,daily verbs,medium,15.366,2,0,0,13,2025-01-19T11:26:00,vocabulary recall error,0,0.3235
L017,Q-GRA-1-065,grammar,verb position,easy,51.234,2,1,0,13,2025-01-19T10:05:00,,0,0.3259
L017,Q-VOC-2-019,vocabulary,false friends,medium,25.688,5,0,1,13,2025-01-19T16:28:00,false-friend translation error,0,0.3284
L017,Q-REA-3-015,reading,detail retrieval,hard,66.483,1,1,0,13,2025-01-18T13:52:00,,0,0.3309
L017,Q-VOC-2-022,vocabulary,daily verbs,medium,16.867,1,1,0,13,2025-01-18T09:12:00,,0,0.3333
L017,Q-VOC-2-038,vocabulary,separable verbs,medium,27.14,2,0,0,13,2025-01-17T16:20:00,vocabulary recall error,0,0.3358
L017,Q-VOC-2-077,vocabulary,daily verbs,medium,24.233,1,1,0,13,2025-01-19T12:34:00,,0,0.3383
L017,Q-GRA-2-008,grammar,verb position,medium,43.044,1,1,0,13,2025-01-17T10:24:00,,0,0.3407
L017,Q-VOC-2-038,vocabulary,articles,easy,26.944,3,0,1,14,2025-01-21T12:07:00,false-friend translation error,1,0.3432
L017,Q-VOC-3-062,vocabulary,false friends,hard,30.405,4,1,0,14,2025-01-18T14:45:00,,0,0.3457
L017,Q-REA-2-014,reading,dialogue,medium,63.681,1,1,1,14,2025-01-20T13:22:00,,0,0.3481
L017,Q-GRA-2-075,grammar,cases,medium,27.54,1,1,0,14,2025-01-18T17:23:00,,0,0.3506
L017,Q-LIS-3-062,listening,slow dialogue,hard,43.092,2,1,1,14,2025-01-21T15:53:00,,0,0.3531
L017,Q-LIS-3-002,listening,numbers,hard,52.463,4,0,0,14,2025-01-21T10:59:00,number misrecognition,0,0.3556
L017,Q-VOC-2-048,vocabulary,daily verbs,medium,32.768,3,0,0,14,2025-01-18T17:43:00,false-friend translation error,0,0.358
L017,Q-VOC-1-078,vocabulary,daily verbs,easy,17.863,2,0,0,14,2025-01-20T11:07:00,vocabulary recall error,0,0.3605
L017,Q-VOC-2-037,vocabulary,daily verbs,medium,24.282,2,0,0,14,2025-01-18T10:29:00,false-friend translation error,0,0.363
L017,Q-VOC-2-079,vocabulary,daily verbs,medium,29.485,1,1,0,14,2025-01-20T11:47:00,,0,0.3654
L017,Q-VOC-3-019,vocabulary,separable verbs,hard,26.844,2,0,0,14,2025-01-18T14:39:00,vocabulary recall error,0,0.3679
L017,Q-REA-3-028,reading,dialogue,hard,51.449,1,1,0,14,2025-01-19T17:01:00,,0,0.3704
L017,Q-VOC-2-005,vocabulary,separable verbs,medium,25.368,1,0,1,15,2025-01-22T10:17:00,article-gender association error,0,0.3728
L017,Q-VOC-2-005,vocabulary,separable verbs,medium,21.237,2,0,0,15,2025-01-20T11:36:00,article-gender association error,1,0.3753
L017,Q-LIS-3-021,listening,numbers,hard,63.972,1,1,1,15,2025-01-21T13:33:00,,0,0.3778
L017,Q-VOC-2-074,vocabulary,daily verbs,medium,18.066,1,1,0,15,2025-01-21T13:35:00,,0,0.3802
L017,Q-REA-1-003,reading,detail retrieval,hard,77.872,1,0,1,15,2025-01-19T12:49:00,main-idea misinterpretation,1,0.3827
L017,Q-VOC-3-008,vocabulary,separable verbs,hard,18.607,1,1,0,15,2025-01-21T12:03:00,,0,0.3852
L017,Q-LIS-2-007,listening,numbers,medium,38.161,2,1,1,15,2025-01-22T09:26:00,,0,0.3877
L017,Q-REA-4-068,reading,dialogue,advanced,98.04,2,0,1,15,2025-01-20T15:20:00,main-idea misinterpretation,0,0.3901
L017,Q-VOC-2-031,vocabulary,daily verbs,medium,20.24,2,0,1,15,2025-01-20T11:47:00,vocabulary recall error,0,0.3926
L017,Q-GRA-4-024,grammar,cases,advanced,46.987,2,1,0,15,2025-01-21T14:45:00,,0,0.3951
L017,Q-VOC-2-031,vocabulary,false friends,hard,18.793,4,0,0,16,2025-01-21T10:51:00,article-gender association error,1,0.3975
L017,Q-REA-3-002,reading,short passage,hard,51.279,2,1,0,16,2025-01-22T17:29:00,,0,0.4
L017,Q-VOC-2-031,vocabulary,daily verbs,advanced,22.834,2,0,0,16,2025-01-22T12:21:00,article-gender association error,1,0.4025
L017,Q-VOC-2-031,vocabulary,articles,medium,23.487,6,0,1,16,2025-01-22T13:38:00,vocabulary recall error,1,0.4049
L017,Q-REA-4-068,reading,dialogue,hard,58.341,2,0,0,16,2025-01-21T15:25:00,detail retrieval error,1,0.4074
L017,Q-REA-1-014,reading,instructions,easy,50.465,1,1,0,16,2025-01-22T10:35:00,,0,0.4099
L017,Q-VOC-2-031,vocabulary,articles,medium,12.196,2,0,0,16,2025-01-22T17:55:00,false-friend translation error,1,0.4123
L017,Q-REA-2-019,reading,instructions,medium,65.56,1,1,1,16,2025-01-21T16:46:00,,0,0.4148
L017,Q-LIS-3-002,listening,dictation,advanced,54.495,3,0,0,17,2025-01-23T13:34:00,number misrecognition,1,0.4173
L017,Q-REA-2-048,reading,instructions,medium,51.99,1,1,0,17,2025-01-21T11:50:00,,0,0.4198
L017,Q-GRA-1-041,grammar,modal verbs,advanced,72.944,6,0,0,17,2025-01-23T12:06:00,modal-verb conjugation error,1,0.4222
L017,Q-VOC-3-049,vocabulary,separable verbs,hard,20.883,3,0,1,17,2025-01-22T16:12:00,false-friend translation error,0,0.4247
L017,Q-REA-4-068,reading,dialogue,hard,29.201,2,0,1,17,2025-01-22T12:19:00,instruction parsing error,1,0.4272
L017,Q-VOC-3-057,vocabulary,articles,hard,31.951,1,1,0,17,2025-01-23T13:20:00,,0,0.4296
L017,Q-VOC-3-020,vocabulary,articles,hard,32.649,5,0,1,17,2025-01-22T09:26:00,article-gender association error,0,0.4321
L017,Q-REA-2-022,reading,instructions,medium,75.116,1,1,1,17,2025-01-21T11:09:00,,0,0.4346
L017,Q-REA-3-055,reading,instructions,hard,45.083,1,1,0,17,2025-01-24T15:40:00,,0,0.437
L017,Q-VOC-3-042,vocabulary,daily verbs,hard,9.978,2,1,0,17,2025-01-22T15:51:00,,0,0.4395
L017,Q-VOC-2-072,vocabulary,separable verbs,medium,13.094,1,1,0,17,2025-01-21T12:06:00,,0,0.442
L017,Q-VOC-3-020,vocabulary,false friends,hard,18.691,2,0,1,17,2025-01-22T11:19:00,vocabulary recall error,1,0.4444
L017,Q-VOC-3-078,vocabulary,separable verbs,hard,22.914,4,0,1,18,2025-01-24T14:41:00,article-gender association error,0,0.4469
L017,Q-VOC-3-031,vocabulary,articles,hard,15.217,1,0,1,18,2025-01-23T09:41:00,false-friend translation error,0,0.4494
L017,Q-VOC-3-059,vocabulary,daily verbs,hard,21.633,2,0,0,18,2025-01-26T17:21:00,false-friend translation error,0,0.4519
L017,Q-VOC-3-016,vocabulary,false friends,hard,22.316,1,0,0,18,2025-01-23T12:21:00,article-gender association error,0,0.4543
L017,Q-VOC-2-061,vocabulary,separable verbs,medium,9.717,1,1,1,18,2025-01-24T15:23:00,,0,0.4568
L017,Q-REA-4-068,reading,dialogue,hard,65.644,4,0,1,18,2025-01-22T11:53:00,detail retrieval error,1,0.4593
L017,Q-VOC-3-039,vocabulary,false friends,hard,24.714,3,0,1,18,2025-01-24T15:10:00,false-friend translation error,0,0.4617
L017,Q-VOC-2-051,vocabulary,separable verbs,medium,26.11,1,0,1,18,2025-01-24T15:06:00,vocabulary recall error,0,0.4642
L017,Q-VOC-2-051,vocabulary,articles,hard,29.459,2,0,0,18,2025-01-23T09:47:00,vocabulary recall error,1,0.4667
L017,Q-VOC-3-043,vocabulary,articles,hard,13.502,4,0,1,18,2025-01-24T17:37:00,false-friend translation error,0,0.4691
L017,Q-LIS-2-034,listening,chapter audio,medium,55.55,2,0,0,18,2025-01-23T17:39:00,phoneme discrimination error,0,0.4716
L017,Q-GRA-2-076,grammar,verb position,medium,45.39,5,0,1,19,2025-01-25T14:38:00,verb-position error,0,0.4741
L017,Q-VOC-3-043,vocabulary,articles,hard,19.038,3,0,0,19,2025-01-24T12:30:00,article-gender association error,1,0.4765
L017,Q-LIS-3-060,listening,numbers,hard,55.729,1,0,0,19,2025-01-25T10:04:00,dialogue detail omission,0,0.479
L017,Q-REA-2-050,reading,detail retrieval,medium,74.004,2,1,0,19,2025-01-25T12:25:00,,0,0.4815
L017,Q-VOC-3-032,vocabulary,daily verbs,hard,18.439,4,0,0,19,2025-01-23T09:34:00,false-friend translation error,0,0.484
L017,Q-VOC-4-005,vocabulary,separable verbs,advanced,18.409,2,0,0,19,2025-01-23T14:48:00,article-gender association error,0,0.4864
L017,Q-LIS-2-017,listening,dictation,medium,55.464,1,1,1,19,2025-01-26T17:14:00,,0,0.4889
L017,Q-GRA-4-024,grammar,modal verbs,advanced,51.843,3,1,0,19,2025-01-25T13:22:00,,0,0.4914
L017,Q-LIS-2-070,listening,dictation,medium,34.141,1,1,0,19,2025-01-24T16:30:00,,0,0.4938
L017,Q-GRA-4-042,grammar,present perfect,advanced,36.444,2,1,0,19,2025-01-25T17:52:00,,0,0.4963
L017,Q-VOC-3-043,vocabulary,daily verbs,hard,14.482,3,1,1,19,2025-01-25T17:06:00,,0,0.4988
L017,Q-LIS-3-032,listening,dictation,hard,50.305,1,1,0,19,2025-01-24T11:24:00,,0,0.5012
L017,Q-VOC-3-046,vocabulary,articles,hard,27.284,4,0,0,19,2025-01-25T17:26:00,vocabulary recall error,0,0.5037
L017,Q-REA-4-068,reading,dialogue,hard,36.411,3,0,0,19,2025-01-25T15:20:00,main-idea misinterpretation,1,0.5062
L017,Q-VOC-3-046,vocabulary,separable verbs,medium,16.871,3,0,1,20,2025-01-26T11:11:00,vocabulary recall error,1,0.5086
L017,Q-REA-4-068,reading,short passage,hard,72.366,4,0,1,20,2025-01-25T12:14:00,main-idea misinterpretation,1,0.5111
L017,Q-VOC-2-035,vocabulary,false friends,medium,26.027,6,0,0,20,2025-01-24T10:59:00,article-gender association error,0,0.5136
L017,Q-VOC-2-032,vocabulary,articles,medium,17.377,2,0,1,20,2025-01-25T10:23:00,vocabulary recall error,0,0.516
L017,Q-VOC-3-069,vocabulary,daily verbs,hard,25.544,2,0,0,20,2025-01-24T16:45:00,false-friend translation error,0,0.5185
L017,Q-VOC-3-069,vocabulary,daily verbs,medium,14.752,2,0,1,20,2025-01-25T16:07:00,article-gender association error,1,0.521
L017,Q-VOC-3-066,vocabulary,daily verbs,hard,29.883,1,0,1,20,2025-01-24T13:59:00,article-gender association error,0,0.5235
L017,Q-VOC-2-016,vocabulary,daily verbs,medium,20.963,5,0,0,20,2025-01-26T15:12:00,article-gender association error,0,0.5259
L017,Q-VOC-3-030,vocabulary,articles,hard,41.12,4,1,0,20,2025-01-27T09:52:00,slow but correct response,0,0.5284
L017,Q-REA-4-050,reading,instructions,advanced,74.755,2,1,1,20,2025-01-26T16:19:00,,0,0.5309
L017,Q-VOC-2-058,vocabulary,false friends,medium,16.044,1,0,0,21,2025-01-25T14:42:00,vocabulary recall error,0,0.5333
L017,Q-VOC-2-037,vocabulary,articles,medium,30.376,1,0,1,21,2025-01-25T12:30:00,article-gender association error,0,0.5358
L017,Q-GRA-4-020,grammar,verb position,advanced,59.897,1,1,1,21,2025-01-26T17:15:00,slow but correct response,0,0.5383
L017,Q-LIS-3-060,listening,slow dialogue,advanced,40.343,5,0,0,21,2025-01-27T13:06:00,dialogue detail omission,1,0.5407
L017,Q-LIS-4-070,listening,dictation,advanced,67.403,1,0,1,21,2025-01-26T12:39:00,dialogue detail omission,0,0.5432
L017,Q-VOC-2-006,vocabulary,separable verbs,medium,17.252,1,0,1,21,2025-01-26T15:19:00,false-friend translation error,0,0.5457
L017,Q-VOC-2-006,vocabulary,articles,medium,20.478,2,0,1,21,2025-01-27T10:57:00,vocabulary recall error,1,0.5481
L017,Q-VOC-2-006,vocabulary,separable verbs,advanced,19.965,5,0,1,21,2025-01-26T17:15:00,false-friend translation error,1,0.5506
L017,Q-REA-4-020,reading,dialogue,advanced,73.327,2,1,0,21,2025-01-26T11:51:00,,0,0.5531
L017,Q-VOC-2-006,vocabulary,daily verbs,hard,18.035,4,0,1,21,2025-01-26T09:45:00,vocabulary recall error,1,0.5556
L017,Q-VOC-2-010,vocabulary,separable verbs,medium,26.967,2,0,1,22,2025-01-27T10:37:00,false-friend translation error,0,0.558
L017,Q-VOC-2-010,vocabulary,articles,hard,24.132,1,0,1,22,2025-01-28T11:06:00,vocabulary recall error,1,0.5605
L017,Q-VOC-2-010,vocabulary,separable verbs,advanced,16.622,3,0,0,22,2025-01-29T13:34:00,false-friend translation error,1,0.563
L017,Q-VOC-3-054,vocabulary,false friends,hard,10.964,4,0,1,22,2025-01-29T14:16:00,false-friend translation error,0,0.5654
L017,Q-VOC-4-019,vocabulary,articles,advanced,34.378,2,0,1,22,2025-01-29T14:02:00,article-gender association error,0,0.5679
L017,Q-VOC-3-053,vocabulary,articles,hard,25.911,3,0,1,22,2025-01-28T16:56:00,article-gender association error,0,0.5704
L017,Q-VOC-4-067,vocabulary,separable verbs,advanced,28.076,2,0,1,22,2025-01-29T15:18:00,vocabulary recall error,0,0.5728
L017,Q-VOC-4-021,vocabulary,articles,advanced,29.172,2,0,1,22,2025-01-28T12:44:00,false-friend translation error,0,0.5753
L017,Q-REA-2-070,reading,short passage,medium,56.078,3,0,1,22,2025-01-27T14:24:00,main-idea misinterpretation,0,0.5778
L017,Q-LIS-4-070,listening,numbers,hard,59.451,3,0,1,22,2025-01-28T12:32:00,phoneme discrimination error,1,0.5802
L017,Q-VOC-4-021,vocabulary,separable verbs,hard,18.932,1,0,0,23,2025-01-29T14:44:00,article-gender association error,1,0.5827
L017,Q-GRA-4-030,grammar,present perfect,advanced,36.961,2,1,1,23,2025-01-29T12:48:00,,0,0.5852
L017,Q-REA-3-006,reading,instructions,hard,47.531,1,1,0,23,2025-01-30T09:17:00,,0,0.5877
L017,Q-REA-3-052,reading,dialogue,hard,48.375,1,1,0,23,2025-01-28T14:58:00,,0,0.5901
L017,Q-GRA-3-030,grammar,cases,hard,43.443,2,1,0,23,2025-01-29T17:01:00,,0,0.5926
L017,Q-VOC-3-031,vocabulary,daily verbs,hard,14.976,4,0,1,23,2025-01-29T14:08:00,article-gender association error,0,0.5951
L017,Q-LIS-3-025,listening,chapter audio,hard,54.326,2,1,1,23,2025-01-27T11:37:00,,0,0.5975
L017,Q-VOC-4-065,vocabulary,false friends,advanced,22.463,2,1,0,23,2025-01-28T17:13:00,,0,0.6
L017,Q-VOC-2-018,vocabulary,articles,medium,33.829,6,0,1,23,2025-01-30T15:52:00,vocabulary recall error,0,0.6025
L017,Q-GRA-2-001,grammar,present perfect,medium,44.104,3,1,0,23,2025-01-28T09:05:00,,0,0.6049
L017,Q-VOC-2-018,vocabulary,separable verbs,hard,11.459,5,0,1,23,2025-01-29T15:32:00,article-gender association error,1,0.6074
L017,Q-VOC-2-018,vocabulary,false friends,hard,23.757,3,0,0,23,2025-01-29T12:52:00,article-gender association error,1,0.6099
L017,Q-VOC-2-018,vocabulary,separable verbs,hard,34.928,3,0,1,24,2025-01-30T10:22:00,article-gender association error,1,0.6123
L017,Q-VOC-3-019,vocabulary,false friends,hard,26.402,4,0,0,24,2025-01-29T10:31:00,false-friend translation error,0,0.6148
L017,Q-GRA-4-016,grammar,cases,advanced,125.695,2,0,0,24,2025-01-30T17:49:00,case-marking error,0,0.6173
L017,Q-REA-4-022,reading,dialogue,advanced,65.161,2,0,0,24,2025-01-30T09:22:00,main-idea misinterpretation,0,0.6198
L017,Q-VOC-3-018,vocabulary,false friends,hard,23.282,5,0,0,24,2025-01-28T09:48:00,vocabulary recall error,0,0.6222
L017,Q-VOC-4-043,vocabulary,separable verbs,advanced,28.533,3,0,1,24,2025-01-29T14:40:00,vocabulary recall error,0,0.6247
L017,Q-VOC-4-043,vocabulary,articles,hard,37.623,5,0,0,24,2025-01-30T13:17:00,vocabulary recall error,1,0.6272
L017,Q-LIS-4-070,listening,numbers,hard,44.775,4,0,1,24,2025-01-28T11:42:00,phoneme discrimination error,1,0.6296
L017,Q-VOC-3-058,vocabulary,separable verbs,hard,39.355,1,0,1,24,2025-01-29T13:43:00,false-friend translation error,0,0.6321
L017,Q-REA-2-001,reading,short passage,medium,64.945,1,0,0,24,2025-01-29T12:09:00,detail retrieval error,0,0.6346
L017,Q-REA-2-001,reading,short passage,hard,66.135,3,0,1,24,2025-01-29T12:04:00,main-idea misinterpretation,1,0.637
L017,Q-VOC-4-073,vocabulary,false friends,advanced,33.92,1,1,0,24,2025-01-29T15:38:00,,0,0.6395
L017,Q-VOC-4-009,vocabulary,separable verbs,advanced,19.296,3,1,0,25,2025-01-30T10:25:00,,0,0.642
L017,Q-LIS-4-070,listening,chapter audio,advanced,69.09,3,0,0,25,2025-02-01T12:44:00,phoneme discrimination error,1,0.6444
L017,Q-VOC-2-011,vocabulary,separable verbs,medium,16.485,2,1,0,25,2025-01-30T16:57:00,,0,0.6469
L017,Q-VOC-4-064,vocabulary,separable verbs,advanced,19.661,4,0,1,25,2025-01-28T15:17:00,vocabulary recall error,0,0.6494
L017,Q-LIS-3-003,listening,numbers,hard,47.065,6,0,0,25,2025-01-30T10:19:00,number misrecognition,0,0.6519
L017,Q-GRA-3-009,grammar,present perfect,hard,44.244,3,0,1,25,2025-01-29T17:46:00,modal-verb conjugation error,0,0.6543
L017,Q-LIS-3-031,listening,chapter audio,hard,45.27,3,0,1,25,2025-01-30T11:31:00,number misrecognition,0,0.6568
L017,Q-VOC-3-010,vocabulary,separable verbs,hard,38.193,4,0,0,25,2025-01-30T16:33:00,vocabulary recall error,0,0.6593
L017,Q-VOC-3-054,vocabulary,daily verbs,hard,18.914,5,0,1,25,2025-02-01T17:36:00,article-gender association error,0,0.6617
L017,Q-GRA-2-046,grammar,modal verbs,medium,27.357,3,0,0,25,2025-01-30T14:26:00,modal-verb conjugation error,0,0.6642
L017,Q-GRA-4-069,grammar,modal verbs,advanced,56.282,4,0,0,26,2025-02-01T17:56:00,case-marking error,0,0.6667
L017,Q-GRA-4-044,grammar,verb position,advanced,38.329,3,0,1,26,2025-01-31T14:01:00,verb-position error,0,0.6691
L017,Q-GRA-4-043,grammar,present perfect,advanced,32.98,4,0,1,26,2025-01-31T15:42:00,case-marking error,0,0.6716
L017,Q-VOC-3-054,vocabulary,articles,advanced,15.416,3,0,1,26,2025-01-31T13:43:00,article-gender association error,1,0.6741
L017,Q-LIS-4-020,listening,dictation,advanced,34.102,4,0,1,26,2025-01-31T10:31:00,number misrecognition,0,0.6765
L017,Q-LIS-4-070,listening,chapter audio,advanced,54.873,1,1,1,26,2025-02-02T09:02:00,,0,0.679
L017,Q-VOC-3-054,vocabulary,false friends,hard,32.848,3,0,0,26,2025-02-01T11:13:00,vocabulary recall error,1,0.6815
L017,Q-REA-4-027,reading,dialogue,advanced,53.465,2,1,0,26,2025-01-31T11:38:00,,0,0.684
L017,Q-REA-3-007,reading,instructions,hard,57.297,1,1,1,26,2025-02-01T15:57:00,,0,0.6864
L017,Q-VOC-3-052,vocabulary,articles,hard,17.357,1,1,0,26,2025-01-31T12:58:00,,0,0.6889
L017,Q-VOC-4-010,vocabulary,articles,advanced,29.585,3,0,1,26,2025-02-01T14:22:00,vocabulary recall error,0,0.6914
L017,Q-VOC-4-067,vocabulary,articles,advanced,25.412,3,0,0,26,2025-01-31T17:42:00,article-gender association error,0,0.6938
L017,Q-VOC-4-027,vocabulary,separable verbs,advanced,19.63,2,0,0,27,2025-02-03T12:46:00,vocabulary recall error,0,0.6963
L017,Q-REA-3-055,reading,dialogue,hard,51.429,1,0,1,27,2025-02-01T17:53:00,instruction parsing error,0,0.6988
L017,Q-GRA-4-043,grammar,cases,advanced,31.144,5,0,1,27,2025-02-01T15:31:00,modal-verb conjugation error,1,0.7012
L017,Q-VOC-3-063,vocabulary,separable verbs,hard,41.197,4,0,1,27,2025-02-02T09:16:00,article-gender association error,0,0.7037
L017,Q-GRA-3-028,grammar,modal verbs,hard,41.493,1,1,0,27,2025-02-02T15:17:00,,0,0.7062
L017,Q-LIS-4-021,listening,chapter audio,advanced,35.412,1,1,0,27,2025-02-02T17:21:00,,0,0.7086
L017,Q-GRA-4-043,grammar,cases,advanced,48.454,2,0,1,27,2025-02-01T14:59:00,case-marking error,1,0.7111
L017,Q-LIS-4-063,listening,slow dialogue,advanced,79.571,3,0,1,27,2025-02-03T14:41:00,number misrecognition,0,0.7136
L017,Q-LIS-4-057,listening,dictation,advanced,96.132,3,0,1,27,2025-02-02T17:32:00,phoneme discrimination error,0,0.716
L017,Q-GRA-4-042,grammar,verb position,advanced,50.414,1,1,1,27,2025-02-01T17:30:00,,0,0.7185
L017,Q-VOC-3-063,vocabulary,false friends,advanced,32.313,1,0,1,27,2025-02-01T11:50:00,false-friend translation error,1,0.721
L017,Q-VOC-4-064,vocabulary,false friends,advanced,37.632,2,0,1,28,2025-02-02T14:46:00,false-friend translation error,0,0.7235
L017,Q-GRA-4-035,grammar,verb position,advanced,38.006,2,0,0,28,2025-02-03T16:41:00,modal-verb conjugation error,0,0.7259
L017,Q-REA-3-055,reading,short passage,advanced,45.179,6,0,0,28,2025-02-03T13:07:00,detail retrieval error,1,0.7284
L017,Q-VOC-4-029,vocabulary,separable verbs,advanced,37.396,2,0,1,28,2025-02-02T11:41:00,article-gender association error,0,0.7309
L017,Q-REA-4-071,reading,short passage,advanced,52.041,1,1,0,28,2025-02-02T13:33:00,,0,0.7333
L017,Q-GRA-4-077,grammar,cases,advanced,77.622,3,1,0,28,2025-02-02T14:12:00,slow but correct response,0,0.7358
L017,Q-LIS-3-025,listening,dictation,hard,55.307,2,1,0,28,2025-02-04T11:40:00,,0,0.7383
L017,Q-VOC-4-008,vocabulary,articles,advanced,19.322,4,0,0,28,2025-02-04T15:26:00,article-gender association error,0,0.7407
L017,Q-VOC-4-009,vocabulary,articles,advanced,31.076,5,0,0,28,2025-02-02T10:04:00,article-gender association error,0,0.7432
L017,Q-VOC-4-009,vocabulary,daily verbs,advanced,30.834,3,0,0,28,2025-02-02T10:50:00,vocabulary recall error,0,0.7457
L017,Q-VOC-4-029,vocabulary,separable verbs,advanced,38.202,1,1,0,29,2025-02-03T17:36:00,slow but correct response,0,0.7481
L017,Q-VOC-4-009,vocabulary,daily verbs,advanced,22.178,3,0,1,29,2025-02-04T13:40:00,false-friend translation error,1,0.7506
L017,Q-VOC-4-009,vocabulary,separable verbs,advanced,33.979,2,0,0,29,2025-02-05T09:05:00,article-gender association error,1,0.7531
L017,Q-VOC-4-072,vocabulary,false friends,advanced,22.995,1,0,1,29,2025-02-04T10:19:00,vocabulary recall error,0,0.7556
L017,Q-VOC-4-047,vocabulary,false friends,advanced,24.934,1,0,0,29,2025-02-03T12:06:00,article-gender association error,0,0.758
L017,Q-REA-4-015,reading,dialogue,advanced,60.559,3,1,0,29,2025-02-03T17:00:00,,0,0.7605
L017,Q-VOC-4-047,vocabulary,articles,advanced,27.911,3,0,0,29,2025-02-02T10:42:00,false-friend translation error,1,0.763
L017,Q-REA-4-041,reading,short passage,advanced,40.412,3,0,1,29,2025-02-05T12:09:00,main-idea misinterpretation,0,0.7654
L017,Q-REA-4-041,reading,detail retrieval,advanced,58.761,1,0,1,29,2025-02-05T15:35:00,instruction parsing error,1,0.7679
L017,Q-VOC-4-067,vocabulary,separable verbs,advanced,25.229,2,0,1,29,2025-02-05T15:05:00,article-gender association error,0,0.7704
L017,Q-REA-4-043,reading,instructions,advanced,50.622,3,0,1,29,2025-02-05T12:33:00,instruction parsing error,0,0.7728
L017,Q-VOC-4-016,vocabulary,daily verbs,advanced,40.418,2,0,0,30,2025-02-04T12:31:00,article-gender association error,0,0.7753
L017,Q-VOC-4-045,vocabulary,articles,advanced,21.531,1,1,0,30,2025-02-04T13:43:00,,0,0.7778
L017,Q-VOC-3-051,vocabulary,daily verbs,hard,28.823,5,0,0,30,2025-02-06T09:23:00,false-friend translation error,0,0.7802
L017,Q-VOC-4-038,vocabulary,separable verbs,advanced,30.229,3,0,0,30,2025-02-05T16:24:00,article-gender association error,0,0.7827
L017,Q-VOC-4-060,vocabulary,false friends,advanced,28.359,1,1,0,30,2025-02-04T09:39:00,,0,0.7852
L017,Q-REA-3-034,reading,short passage,hard,48.546,4,0,1,30,2025-02-05T12:01:00,detail retrieval error,0,0.7877
L017,Q-VOC-3-041,vocabulary,daily verbs,hard,21.728,5,0,1,30,2025-02-05T17:07:00,vocabulary recall error,0,0.7901
L017,Q-LIS-2-048,listening,slow dialogue,medium,73.34,1,1,0,30,2025-02-05T16:25:00,slow but correct response,0,0.7926
